,categories,cuisine
14756,"Food, Coffee & Tea, Ice Cream & Frozen Yogurt, Cafes, Desserts, Restaurants, Creperies",European Cuisine
14757,"Restaurants, Vietnamese, Beer, Wine & Spirits, Food, American (Traditional)",Asian Cuisine
14758,"Restaurants, Food, Food Trucks, Fast Food, Street Vendors",American Cuisine
14759,"Seafood Markets, Food, Restaurants, Specialty Food, Salad, Seafood, Sandwiches",Unknown
14760,"Fast Food, Halal, Ethnic Food, Indian, Restaurants, Specialty Food, Food",Asian Cuisine
14761,"Restaurants, American (Traditional), Burgers, Mexican",South American Cuisine
14762,"Restaurants, Spanish, Tapas/Small Plates, Latin American",South American Cuisine
14763,"Cafes, Restaurants, Bakeries, Food, Coffee & Tea",Unknown
14764,"Sandwiches, Seafood Markets, Specialty Food, Food, Seafood, Restaurants",Unknown
14765,"Cafes, Coffee & Tea, Restaurants, Sandwiches, Desserts, Bakeries, Food, Breakfast & Brunch, Bagels",American Cuisine
14766,"Restaurants, Spanish, Tapas/Small Plates",European Cuisine
14767,"Pizza, Food, Italian, Restaurants, Chicken Wings",European Cuisine
14768,"Sandwiches, Coffee & Tea, Food, Creperies, Restaurants, Cafes, Breakfast & Brunch",European Cuisine
14769,"Coffee & Tea, Food, Sandwiches, Restaurants, Desserts, Bakeries",Unknown
14770,"French, Restaurants, Breakfast & Brunch",European Cuisine
14771,"Cafes, Kosher, Restaurants",Unknown
14772,"Restaurants, Hot Dogs, Burgers, Chicken Wings",American Cuisine
14773,"Restaurants, Food Trucks, Ethnic Food, Imported Food, Food, Indian, Specialty Food",Asian Cuisine
14774,"Food, Thai, Asian Fusion, Restaurants, Bakeries, Chicken Wings",Asian Cuisine
14775,"Mexican, Restaurants, American (Traditional), American (New)",South American Cuisine
14776,"Tex-Mex, Food, Mexican, Restaurants, Vegetarian",South American Cuisine
14777,"Food, Coffee & Tea, Southern, Restaurants",American Cuisine
14778,"American (New), Restaurants, Tex-Mex, Salad, Mexican, Vegetarian",South American Cuisine
14779,"Buffets, Restaurants, American (New), Mexican",South American Cuisine
14780,"Sandwiches, Middle Eastern, Restaurants, Salad",Middle Eastern / African Cuisine
14781,"Restaurants, Vietnamese, Brewpubs, Food, Breweries",Asian Cuisine
14782,"Restaurants, Seafood, Steakhouses, Italian",European Cuisine
14783,"Salad, Mexican, Pizza, Restaurants",South American Cuisine
14784,"Tex-Mex, Southern, Restaurants, Mexican",South American Cuisine
14785,"Vegetarian, Internet Cafes, Latin American, Mexican, Coffee & Tea, Restaurants, Food, Breakfast & Brunch",South American Cuisine
14786,"Sandwiches, Restaurants, Cajun/Creole, Salad, American (Traditional), Chicken Wings",American Cuisine
14787,"Street Vendors, Indian, Fast Food, Vegan, Restaurants, Food, Food Trucks",Asian Cuisine
14788,"Restaurants, Soul Food, Chinese, Cafes",Asian Cuisine
14789,"Food Trucks, Mexican, Food, Restaurants",South American Cuisine
14790,"Cafes, Coffee & Tea, Food, Tea Rooms, Restaurants",Unknown
14791,"Food, Ice Cream & Frozen Yogurt, Restaurants, Vietnamese, Chinese, Fast Food, Asian Fusion",Asian Cuisine
14792,"Do-It-Yourself Food, Breakfast & Brunch, Restaurants, Desserts, Food, Bakeries, Sandwiches",American Cuisine
14793,"Restaurants, Sandwiches, Specialty Food, Pasta Shops, Grocery, Food, Ethnic Grocery, Delis",Unknown
14794,"Food, Donuts, Food Stands, Restaurants, Specialty Food, Bakeries, Breakfast & Brunch",American Cuisine
14795,"Sandwiches, Pizza, Restaurants, Chicken Wings, Salad",European Cuisine
14796,"Food, Restaurants, Bakeries, Italian, Gluten-Free",European Cuisine
14797,"Gastropubs, French, Breakfast & Brunch, Restaurants",European Cuisine
14798,"American (New), Italian, American (Traditional), Restaurants",European Cuisine
14799,"Middle Eastern, Greek, Restaurants, Mediterranean, Halal",Middle Eastern / African Cuisine
14800,"Mediterranean, Middle Eastern, Restaurants, Desserts, Food, Kosher, American (New)",Middle Eastern / African Cuisine
14801,"Pizza, American (New), Restaurants, American (Traditional), Salad, Sandwiches, Cafes",European Cuisine
14802,"Pizza, Restaurants, Delis",European Cuisine
14803,"Pizza, Sandwiches, Coffee & Tea, Bubble Tea, Food, Restaurants, Bagels",European Cuisine
14804,"Sandwiches, Burgers, Restaurants, Hot Dogs",American Cuisine
14805,"Vietnamese, Specialty Food, Desserts, Restaurants, Ethnic Food, Asian Fusion, Food, Vegetarian",Asian Cuisine
14806,"Food, Restaurants, Tea Rooms",Unknown
14807,"American (New), Restaurants, Food Stands",American Cuisine
14808,"Food, Sandwiches, Restaurants, Bagels, Coffee & Tea",Unknown
14809,"Bakeries, Restaurants, Gluten-Free, Food, Farmers Market",Unknown
14810,"Food, Cafes, Restaurants",Unknown
14811,"Restaurants, Fast Food, Burgers, Hot Dogs",American Cuisine
14812,"Cajun/Creole, Restaurants, Seafood, Soul Food",American Cuisine
14813,"Nightlife, Restaurants, American (New)",American Cuisine
14814,"Japanese, Food Court, Restaurants",Asian Cuisine
14815,"Restaurants, Creperies, Desserts, Food",European Cuisine
14816,"Restaurants, Specialty Food, Street Vendors, Food, Food Stands",Unknown
14817,"Ice Cream & Frozen Yogurt, Desserts, Restaurants, Food, Vegan",American Cuisine
14818,"Sandwiches, Restaurants, Salad, Soup, Fast Food",American Cuisine
14819,"Restaurants, American (New), Diners, Salad, Breakfast & Brunch, American (Traditional)",American Cuisine
14820,"Cheese Shops, Specialty Food, Breakfast & Brunch, American (New), Food, Restaurants",American Cuisine
14821,"Sandwiches, Soup, Delis, Restaurants",Unknown
14822,"American (Traditional), Restaurants, Coffee & Tea, Food, Asian Fusion, Buffets",Asian Cuisine
14823,"Burgers, Fast Food, Restaurants, Pizza",European Cuisine
14824,"Beer, Wine & Spirits, Delis, Grocery, Food, Restaurants",Unknown
14825,"Restaurants, Middle Eastern, Arabic, Mediterranean",Middle Eastern / African Cuisine
14826,"Delis, Sandwiches, Food, Pizza, Restaurants, Bakeries",European Cuisine
14827,"Food, Restaurants, Japanese Curry, Fast Food, Japanese, Chinese, Asian Fusion",Asian Cuisine
14828,"Restaurants, Seafood, Fast Food, American (Traditional)",American Cuisine
14829,"Soup, Sandwiches, Bagels, Restaurants, Salad, Breakfast & Brunch, Food, Bakeries",American Cuisine
14830,"Restaurants, Ramen, Japanese, Food, Asian Fusion, Desserts",Asian Cuisine
14831,"American (New), Tapas/Small Plates, Restaurants, Steakhouses, Seafood",European Cuisine
14832,"Cafes, Breakfast & Brunch, Restaurants, Italian",European Cuisine
14833,"Restaurants, American (Traditional), Mexican, Cafes, Sandwiches",South American Cuisine
14834,"Food Trucks, Food, Restaurants, Thai",Asian Cuisine
14835,"Restaurants, Seafood, Hawaiian, Food, Japanese, Poke",Asian Cuisine
14836,"Salad, Pizza, Restaurants, Brazilian, Fish & Chips",South American Cuisine
14837,"American (New), Beer, Wine & Spirits, Restaurants, Seafood, Food, Canadian (New)",American Cuisine
14838,"Pizza, Italian, Chicken Wings, Restaurants, Sandwiches",European Cuisine
14839,"Kebab, Sandwiches, Salad, Greek, Restaurants, Mediterranean",European Cuisine
14840,"Food, Restaurants, Beer, Wine & Spirits, Italian, Pizza",European Cuisine
14841,"Restaurants, Tuscan, Italian",European Cuisine
14842,"Restaurants, Sandwiches, Burgers, Fast Food",American Cuisine
14843,"Grocery, Food, Delis, Russian, Restaurants",Unknown
14844,"Gluten-Free, Breakfast & Brunch, American (Traditional), Restaurants",American Cuisine
14845,"Bakeries, Food, Bagels, Soup, Restaurants, Salad, Breakfast & Brunch, Sandwiches",American Cuisine
14846,"Restaurants, Delis, Sandwiches, Italian",European Cuisine
14847,"Salad, Restaurants, American (New), Soup, Food",American Cuisine
14848,"Cafes, Bagels, Breakfast & Brunch, Food, Bakeries, Restaurants",American Cuisine
14849,"Food, Coffee & Tea, Breakfast & Brunch, Restaurants, Bagels, Internet Cafes",American Cuisine
14850,"Restaurants, Breakfast & Brunch, Seafood",American Cuisine
14851,"American (Traditional), Restaurants, Breakfast & Brunch, Chinese",Asian Cuisine
14852,"Food, Desserts, Fast Food, American (Traditional), Ice Cream & Frozen Yogurt, Coffee & Tea, Restaurants, Burgers",American Cuisine
14853,"Desserts, Food, Chinese, Japanese, Restaurants, Pan Asian",Asian Cuisine
14854,"Comfort Food, Restaurants, Breakfast & Brunch, Sandwiches",American Cuisine
14855,"Coffee & Tea, Food, Burgers, Fast Food, American (Traditional), Restaurants",American Cuisine
14856,"Food Court, Specialty Food, Food, Ice Cream & Frozen Yogurt, Restaurants",American Cuisine
14857,"Vegan, Breakfast & Brunch, Vegetarian, Restaurants, Fast Food",American Cuisine
14858,"Salad, Restaurants, Sandwiches, Fast Food, Delis",American Cuisine
14859,"Restaurants, Dim Sum, Shanghainese, Chinese",Asian Cuisine
14860,"Tex-Mex, Restaurants, Mexican, Fast Food",South American Cuisine
14861,"Wraps, Food, Salad, Hawaiian, Desserts, Sandwiches, Coffee & Tea, Restaurants, Poke, Do-It-Yourself Food, Live/Raw Food, American (New)",Asian Cuisine
14862,"Soul Food, Restaurants, Southern, Breakfast & Brunch",American Cuisine
14863,"Food, Seafood, Diners, Italian, Coffee & Tea, American (Traditional), Sandwiches, Restaurants",European Cuisine
14864,"American (Traditional), Diners, Cafes, Restaurants",American Cuisine
14865,"Restaurants, Southern, Burgers, Food, Sandwiches, Breakfast & Brunch, Desserts",American Cuisine
14866,"Coffee & Tea, Food, Restaurants, Breakfast & Brunch, Sandwiches",American Cuisine
14867,"Restaurants, Coffee Roasteries, Cafes, Coffee & Tea, Food",Unknown
14868,"Chicken Wings, Chicken Shop, Fast Food, Restaurants, Breakfast & Brunch",American Cuisine
14869,"Restaurants, Indian, Halal, Pakistani",Asian Cuisine
14870,"Food, Cafes, Restaurants, Coffee Roasteries, Coffee & Tea",Unknown
14871,"Tex-Mex, Restaurants, Mexican, Breakfast & Brunch, Fast Food, Tacos",South American Cuisine
14872,"Restaurants, Breakfast & Brunch, Food, Coffee & Tea",American Cuisine
14873,"Food, Beer, Wine & Spirits, Hot Dogs, Restaurants",American Cuisine
14874,"American (Traditional), Fast Food, Restaurants, Seafood, Fish & Chips",American Cuisine
14875,"Restaurants, Food Trucks, Tacos, Mexican, Food",South American Cuisine
14876,"American (Traditional), Restaurants, Chinese, Kosher",Asian Cuisine
14877,"Coffee & Tea, Beer, Wine & Spirits, Restaurants, Food, Breakfast & Brunch, Cafes",American Cuisine
14878,"Delis, Desserts, Bakeries, Restaurants, Food, Cafes",Unknown
14879,"Restaurants, American (New), Tapas/Small Plates",European Cuisine
14880,"Restaurants, Farmers Market, Food, Sandwiches, Grocery",Unknown
14881,"Food, Restaurants, Desserts, Ice Cream & Frozen Yogurt, Creperies, Coffee & Tea, Do-It-Yourself Food",European Cuisine
14882,"Restaurants, Delis, Butcher, Mexican, Food",South American Cuisine
14883,"Restaurants, Pizza, Italian, Gluten-Free",European Cuisine
14884,"Restaurants, Burgers, American (Traditional), Mediterranean, Chicken Wings",American Cuisine
14885,"Kebab, Mediterranean, Restaurants",Unknown
14886,"Pizza, Gastropubs, Restaurants, American (New), American (Traditional), Chicken Wings",European Cuisine
14887,"Beer, Wine & Spirits, Pizza, Food, Restaurants",European Cuisine
14888,"Chicken Wings, Salad, Pasta Shops, Restaurants, Pizza, Food, Specialty Food, Sandwiches, Italian, Indian",Asian Cuisine
14889,"Food, Tea Rooms, Coffee & Tea, Breakfast & Brunch, Soup, Sandwiches, Restaurants",American Cuisine
14890,"Restaurants, Pretzels, Desserts, Food, Sandwiches",European Cuisine
14891,"Hot Pot, Asian Fusion, Seafood, Chinese, Restaurants",Asian Cuisine
14892,"Chinese, Cantonese, Szechuan, Restaurants",Asian Cuisine
14893,"Street Vendors, Middle Eastern, Local Flavor, Restaurants, Food Stands, Food",Middle Eastern / African Cuisine
14894,"Chinese, Seafood, Japanese, Restaurants, Thai, Ramen",Asian Cuisine
14895,"Chinese, Dim Sum, Restaurants",Asian Cuisine
14896,"Breakfast & Brunch, Donuts, Food, Restaurants, Coffee & Tea",American Cuisine
14897,"Greek, American (Traditional), Mediterranean, Restaurants",European Cuisine
14898,"Italian, Korean, Restaurants",Asian Cuisine
14899,"Food, Sandwiches, Desserts, Chicken Wings, Fast Food, Restaurants",American Cuisine
14900,"Indian, Restaurants, Food, Specialty Food",Asian Cuisine
14901,"American (New), Fish & Chips, Seafood, Restaurants, Burgers, American (Traditional)",American Cuisine
14902,"American (Traditional), Restaurants, Fast Food, Chicken Wings, Chicken Shop",American Cuisine
14903,"Restaurants, Noodles, Specialty Food, Food, Chinese, Salad, Pasta Shops, Sandwiches",Asian Cuisine
14904,"Restaurants, American (Traditional), Burgers, Hot Dogs",American Cuisine
14905,"Fast Food, Ice Cream & Frozen Yogurt, Burgers, Desserts, Restaurants, Food",American Cuisine
14906,"Desserts, Coffee & Tea, Restaurants, Food, Breakfast & Brunch",American Cuisine
14907,"Pizza, Restaurants, Chicken Wings, Buffets",European Cuisine
14908,"Pizza, Restaurants, Seafood, Italian, Salad, Sandwiches",European Cuisine
14909,"Burgers, Restaurants, Steakhouses, Breakfast & Brunch, American (New), American (Traditional), Diners, Fast Food",American Cuisine
14910,"Sandwiches, Restaurants, Cafes, Seafood, Breakfast & Brunch, Burgers",American Cuisine
14911,"Donuts, Bakeries, Restaurants, Food",American Cuisine
14912,"Restaurants, British, American (New)",European Cuisine
14913,"Restaurants, American (New), Seafood, French",European Cuisine
14914,"Tacos, Sandwiches, Mexican, Cheesesteaks, Burgers, Food, Specialty Food, Fast Food, Ethnic Food, Restaurants",South American Cuisine
14915,"Comfort Food, Fast Food, Specialty Food, Pasta Shops, Food, Restaurants, Salad, Chinese, Noodles, American (New), Asian Fusion, Italian",Asian Cuisine
14916,"Soul Food, Restaurants, Diners",American Cuisine
14917,"American (New), Asian Fusion, Fruits & Veggies, Breweries, Southern, Seafood, American (Traditional), Restaurants, Specialty Food, Food",Asian Cuisine
14918,"Restaurants, Coffee & Tea, American (New), Cafes, Sandwiches, Food, Breakfast & Brunch",American Cuisine
14919,"Pizza, Sandwiches, Chicken Wings, Salad, Restaurants",European Cuisine
14920,"Restaurants, Italian, American (New)",European Cuisine
14921,"Restaurants, Sandwiches, Pizza, Breweries, Food, Salad",European Cuisine
14922,"Italian, Food, Pizza, Ethnic Food, Specialty Food, Restaurants, Seafood",European Cuisine
14923,"Chicken Wings, Seafood, Mediterranean, Restaurants",Unknown
14924,"Restaurants, Sandwiches, Pizza, Tacos, Mexican",South American Cuisine
14925,"Sandwiches, Bakeries, Breakfast & Brunch, Restaurants, Food, Cafes",American Cuisine
14926,"Breakfast & Brunch, Colombian, Restaurants, Latin American",South American Cuisine
14927,"Sandwiches, American (Traditional), Burgers, Fast Food, American (New), Restaurants, Breakfast & Brunch",American Cuisine
14928,"Fast Food, Breakfast & Brunch, Vietnamese, Restaurants, Pizza",Asian Cuisine
14929,"Mexican, Restaurants, Chinese",Asian Cuisine
14930,"Specialty Food, Mexican, Restaurants, Imported Food, Ethnic Food, Food, Tex-Mex",South American Cuisine
14931,"Restaurants, Food, Sandwiches, Food Stands, Hot Dogs, Empanadas",American Cuisine
14932,"Seafood, Pizza, Diners, Italian, Greek, Restaurants",European Cuisine
14933,"Breakfast & Brunch, Internet Cafes, Food, Restaurants, Coffee & Tea",American Cuisine
14934,"Coffee & Tea, Food, Breakfast & Brunch, Restaurants, Donuts",American Cuisine
14935,"Sandwiches, Restaurants, Pizza, Chicken Wings, Salad",European Cuisine
14936,"Restaurants, Middle Eastern, Turkish, Mediterranean, Halal",Middle Eastern / African Cuisine
14937,"Restaurants, Cajun/Creole, Breakfast & Brunch, Southern, Seafood",American Cuisine
14938,"Steakhouses, Italian, Seafood, Restaurants, Salad",European Cuisine
14939,"Restaurants, Breakfast & Brunch, Burgers, Fast Food",American Cuisine
14940,"Japanese, Poke, Seafood, Hawaiian, Food, Gluten-Free, Restaurants",Asian Cuisine
14941,"Restaurants, Delis, Sandwiches, Food, Italian",European Cuisine
14942,"Restaurants, Breakfast & Brunch, Tapas/Small Plates, Sandwiches",European Cuisine
14943,"Sandwiches, Breakfast & Brunch, Diners, Restaurants",American Cuisine
14944,"Bakeries, Food, Cupcakes, Restaurants, Indian",Asian Cuisine
14945,"Restaurants, Vegetarian, American (Traditional), Vegan",American Cuisine
14946,"Chicken Wings, Seafood, Restaurants, Chicken Shop",Unknown
14947,"British, International Grocery, Grocery, Food, Ethnic Food, Herbal Shops, Restaurants, Health Markets, Specialty Food, Health & Medical",European Cuisine
14948,"Food, Wraps, Sandwiches, Breakfast & Brunch, Restaurants",American Cuisine
14949,"Gluten-Free, American (Traditional), Restaurants, Cheesesteaks, American (New)",American Cuisine
